algorithm,config,compression_ratio,compress_speed_mbps,decompress_speed_mbps,in_algo_cspeed_frontier,in_algo_dspeed_frontier
zstd,-1.0,5.865360291079868,519.4,1288.07,True,False
zstd,-3.0,7.00083232499152,382.06,1203.0,True,False
zstd,-5.0,6.9733019060125425,177.16,1233.47,False,False
zstd,-7.0,7.159715599075883,89.39,1397.39,True,False
zstd,-9.0,7.266331410074513,69.32,1447.89,True,False
zstd,-11.0,7.473360564923996,33.47,1591.83,True,False
zstd,-13.0,7.548243234243804,21.57,1638.54,True,False
zstd,-15.0,7.708416393515731,13.04,1746.58,True,False
zstd,-16.0,8.278935016105278,8.78,1870.57,True,True
zstd,-19.0,8.333408061749777,3.2,1843.64,True,True
xz,-1.0,8.330355733606433,30.35,162.15,True,False
xz,-3.0,8.607076389502684,18.35,185.1,True,False
xz,-5.0,9.295054682826164,5.42,187.29,True,False
xz,-7.0,9.398831193194331,4.26,195.4,False,True
xz,-9.0,9.398831193194331,4.47,188.9,True,False
zlib,-1.0,5.9509506132141645,159.76,545.16,True,False
zlib,-3.0,6.38409439687092,102.96,606.55,True,False
zlib,-5.0,6.740552582063506,63.77,579.6,True,False
zlib,-7.0,7.133344475980889,19.07,620.17,True,False
zlib,-9.0,7.361813475529964,2.76,638.95,True,True
openzl,,14.486440674414853,267.5577665037479,1397.790096575873,True,True
openzl,,13.70183490783844,279.89243916558377,1532.990623330148,True,True
openzl,,13.506360542755896,230.42168514087277,1379.2527205082938,False,False
openzl,,13.15231335816438,240.3477296587014,1909.840919951715,False,True
openzl,,12.388703931996387,298.54170264948704,1318.014358262673,True,False
openzl,,12.318644412057116,235.1928251426161,1893.3870989826517,False,False
openzl,,12.046637685452186,224.21293458768287,1660.8383478062433,False,False
openzl,,11.851702592671952,266.00851813662877,2107.203333008241,False,True
openzl,,11.82361169777054,220.29379996367723,1674.4253687787136,False,False
openzl,,11.5485259483205,319.66281381478575,1839.0513201083113,True,False
openzl,,11.385002856959373,225.10425009604552,2172.0786523913644,False,True
openzl,,11.340781783855512,312.8217808343136,1634.3461539370703,False,False
openzl,,11.23734009026946,273.52337058649,1637.1363556717388,False,False
openzl,,11.197247810427031,230.37101331449668,1673.8011140941874,False,False
openzl,,11.101937624142344,254.6353742749287,1727.9049425571743,False,False
openzl,,11.094419884626802,276.22579923452474,1665.0620486033345,False,False
openzl,,10.797587794986,283.8603686825143,1610.064435300391,False,False
openzl,,10.79746975797006,291.1311777065692,1754.663164439707,False,False
openzl,,10.358498509296298,428.96326444512,1636.5434641103022,True,False
openzl,,10.224675616602042,306.3026970991122,1974.9847176914857,False,False
openzl,,10.115355354828138,282.91487986120205,1768.0298985311565,False,False
openzl,,10.088934253995308,298.3870925977075,1870.6168664267743,False,False
openzl,,10.04570557629244,374.6727974248648,1814.89958184257,False,False
openzl,,10.045209338546275,289.977310092605,1890.612002701661,False,False
openzl,,10.044041913688485,308.6725359501051,1578.1467126827174,False,False
openzl,,9.959360145198929,330.26128617762686,1917.0905309857203,False,False
openzl,,9.91541194067951,312.4725783781585,1868.887585416487,False,False
openzl,,9.905624181573842,300.1956876639053,1662.9355172330856,False,False
openzl,,9.87235734745223,436.7399831974177,1326.7527119421402,True,False
openzl,,9.542035269990146,458.3990479284488,1344.372543948854,True,False
openzl,,8.677791514223497,419.7137757920489,1451.615591984816,False,False
openzl,,8.607912222536239,433.5032697769779,1393.609018767599,False,False
openzl,,8.556205116654931,438.6630079624401,1398.8534397818155,False,False
openzl,,8.5186964423225,446.357409391987,1581.4170566465846,False,False
openzl,,8.502270678670378,438.97494015987,1571.9037030974337,False,False
openzl,,8.390424898031997,405.281863104275,1881.8998132794763,False,False
