algorithm,config,compression_ratio,compress_speed_mbps,decompress_speed_mbps,in_algo_cspeed_frontier,in_algo_dspeed_frontier
zstd,-1.0,1.1603091835053063,239.06,871.99,True,True
zstd,-3.0,1.3119744463323773,95.33,574.17,True,False
zstd,-5.0,1.3669107409064014,49.85,759.84,True,False
zstd,-7.0,1.3859400910729442,40.91,769.81,True,False
zstd,-9.0,1.3904007920667552,33.68,736.9,True,False
zstd,-11.0,1.3944895699950908,17.55,735.58,True,True
zstd,-13.0,1.3918885589984311,6.19,787.89,False,True
zstd,-15.0,1.3933227584468444,5.22,752.43,False,True
zstd,-16.0,1.4322654854532686,4.13,638.82,True,True
zstd,-19.0,1.450222894500869,3.05,632.39,True,True
xz,-1.0,1.472585971906124,5.99,37.14,True,False
xz,-3.0,1.49433941424822,2.9,35.47,True,False
xz,-5.0,1.643211447281214,2.25,38.78,True,True
xz,-7.0,1.642810913767392,2.27,39.09,True,True
xz,-9.0,1.642810913767392,2.21,36.77,False,False
zlib,-1.0,1.3024853379465473,34.02,182.74,True,False
zlib,-3.0,1.333238468970069,25.97,209.14,True,False
zlib,-5.0,1.3504244410089752,18.06,200.88,True,False
zlib,-7.0,1.3611815868173838,11.66,212.97,True,False
zlib,-9.0,1.3616321687145132,10.42,215.98,True,True
openzl,,3.2416370304015336,53.80858183760842,263.9998543839531,True,True
openzl,,3.2416152952498707,53.58473724655673,378.7311468560685,False,True
openzl,,3.241603703288161,57.48485184774165,364.28749397203023,True,False
openzl,,3.241600805310688,56.10397728591433,348.45179921102834,False,False
openzl,,3.241600805310688,57.08663822283798,360.5905137907544,False,False
openzl,,3.240993793261255,55.563639707009095,366.43561304666383,False,False
openzl,,3.240886611888765,55.77817773470549,352.30975514963075,False,False
openzl,,3.240886611888765,58.9958266557113,330.4418988253092,True,False
openzl,,3.2407635068978475,56.888700618155575,347.1623614116386,False,False
openzl,,3.2407635068978475,57.01931060510756,359.4965423224687,False,False
openzl,,3.2026787532067886,54.54886267902274,369.2699072235292,False,False
openzl,,3.2023520600838657,52.07298316159839,381.81188301260954,False,True
openzl,,3.2010600834612677,55.496881528701415,414.5578853497359,False,True
openzl,,3.2010431279005815,53.93303684312296,380.18852295723104,False,False
openzl,,3.2010431279005815,53.96755372983271,393.3300429021603,False,False
openzl,,3.2010431279005815,52.58957047651508,408.58784819255385,False,False
openzl,,3.1518844520320513,57.830033253323336,356.3626356886275,False,False
openzl,,3.1517707551487217,55.31274979406291,402.4430903783616,False,False
openzl,,3.151652957391948,53.947480398137266,416.4050621282069,False,True
openzl,,3.1447743524585543,55.15205719066088,401.154129120408,False,False
openzl,,3.1089864205866906,64.05462173740229,396.42189848853417,True,False
openzl,,3.0785045959304163,58.69548044548045,398.3687191347004,False,False
openzl,,3.0341719349480565,58.307087437185935,425.336453586238,False,True
openzl,,3.023791485200945,66.40123061146006,454.2287697145076,True,True
openzl,,2.945886187659924,66.54380620297302,448.9394867985267,True,False
openzl,,2.940484729594553,65.48621997471555,434.14675614676815,False,False
openzl,,2.4308960830828505,64.3696043883864,440.2508453585716,False,False
openzl,,2.4308137858909813,63.61689211712897,435.60713363247015,False,False
openzl,,2.3908755676807307,75.33195867721379,382.4038050843436,True,False
openzl,,2.3908519206581818,75.6701166468238,402.4855282802102,True,False
openzl,,2.3908479795332336,77.63970061591925,419.0131274845151,True,False
openzl,,2.3908148745966376,78.08948486600744,396.89921462386775,True,False
openzl,,2.390761278071552,78.55131708785966,394.09098072460694,True,False
openzl,,2.3906769472283327,78.50021432932242,408.3600714016229,False,False
openzl,,2.389785138466578,76.85978915327458,393.1296112583822,False,False
openzl,,2.2402401140764283,53.49579893922294,488.0637475939859,False,True
openzl,,2.138866981620113,105.45137813451989,362.87661499354505,True,False
openzl,,2.1354659103156286,97.30182583214366,374.4310947495598,False,False
openzl,,1.9722136555909644,52.90339147498888,508.0277694102152,False,True
openzl,,1.97060107873036,54.0278634541743,480.9427930975024,False,False
openzl,,1.934650873120657,54.36199128942062,505.40069273602853,False,False
openzl,,1.9118476415442536,54.35139814280468,533.6863795590357,False,True
openzl,,1.9118476415442536,55.63866809881848,504.59187720482333,False,False
openzl,,1.9118461294703128,53.60137182727985,484.4059101718011,False,False
openzl,,1.911843105329607,53.82295880122015,516.4135613014406,False,False
openzl,,1.9079639694060404,177.64445358966066,394.1788059312085,True,False
openzl,,1.8985960700433415,114.70765298294398,374.5645369557357,False,False
openzl,,1.8985940817967353,98.89275262711472,398.33589664718545,False,False
openzl,,1.8984176414936775,112.44736160665138,416.3907166890595,False,False
openzl,,1.897913352206184,158.97842638202908,415.0751513902721,False,False
openzl,,1.897910868685642,139.06519546366292,408.57864016406376,False,False
openzl,,1.897201841126693,118.7507819075597,420.20523696119506,False,False
openzl,,1.897192907185425,120.82626342061592,441.4998447554746,False,False
openzl,,1.896528557071122,138.3193270899693,426.2790232891689,False,False
openzl,,1.896521613373876,153.02785204379853,438.1495109145505,False,False
openzl,,1.8940731663234744,99.87789241145272,498.4736360949389,False,False
openzl,,1.8714496182104912,84.94045220715698,467.0958932344,False,False
openzl,,1.8413225734128944,82.24872378528516,483.7015594359885,False,False
openzl,,1.8413225734128944,81.17505493238532,459.1581613270862,False,False
openzl,,1.8361011362292745,88.79906057411264,491.6738872504153,False,False
openzl,,1.8361011362292745,90.7481019960482,479.22657045055047,False,False
openzl,,1.8297317045601345,97.58818597878935,473.9275117959979,False,False
openzl,,1.6879742081507998,99.5528051264874,511.96216025414753,False,False
openzl,,1.6879667431673129,96.10659273522906,512.7911696282731,False,False
